Date,Open,High,Low,Close,Volume
2011-06-13,127.8900,128.2400,127.0500,127.7000,207599800
2011-06-14,128.8700,129.7700,128.8200,129.3200,160570400
2011-06-15,128.2400,129.3000,126.6800,127.0200,300958000
2011-06-16,127.0600,127.9700,126.3200,127.3000,308032800
2011-06-17,127.9300,127.9400,126.6200,127.0500,233284900
2011-06-20,126.6200,127.9700,126.5800,127.7000,159479000
2011-06-21,128.3600,129.7000,127.7500,129.4500,193157300
2011-06-22,129.0500,129.8100,128.5900,128.6700,176703000
2011-06-23,127.1600,128.6400,126.1900,128.3000,334286500
2011-06-24,128.2700,128.3700,126.6200,126.8100,226129300
2011-06-27,126.8900,128.4300,126.6400,127.9400,168904700
2011-06-28,128.4500,129.6300,128.2700,129.6100,165556300
2011-06-29,130.2000,130.9300,129.6300,130.7200,244295500
2011-06-30,131.1400,132.1800,130.7100,131.9700,223322700
2011-07-01,132.0900,134.1000,131.7800,133.9200,202385700
2011-07-05,133.7800,134.0800,133.3900,133.8100,165936000
2011-07-06,133.4900,134.1400,133.1100,133.9700,143331600
2011-07-07,135.1600,135.7000,134.8800,135.3600,170464200
2011-07-08,133.8300,135.3600,133.3900,134.4000,194100500
2011-07-11,132.7500,133.1800,131.6600,131.9700,195918600
2011-07-12,131.6900,132.7800,131.3600,131.4000,214675700
2011-07-13,132.0900,133.2200,131.5200,131.8400,204062600
2011-07-14,132.1700,132.7800,130.6800,130.9300,226111800
2011-07-15,131.6600,131.8700,130.7700,131.6900,220012800
2011-07-18,131.0800,131.2800,129.6300,130.6100,196872100
2011-07-19,131.3400,132.8900,131.3100,132.7300,166554900
2011-07-20,133.0700,133.1500,132.4200,132.6500,137145400
2011-07-21,133.4000,134.8200,132.6700,134.4900,245246300
2011-07-22,134.5200,134.7200,133.7600,134.5800,126019400
2011-07-25,133.3000,134.4900,133.1600,133.8300,136653800
2011-07-26,133.7400,133.9600,133.0300,133.3300,131278200
2011-07-27,132.5900,132.6300,130.4300,130.6000,249020100
2011-07-28,130.6000,131.7700,130.0100,130.2200,207939900
2011-07-29,128.9100,130.5500,127.9700,129.3300,307038400
2011-08-01,130.8400,130.9600,127.5300,128.7800,325790900
2011-08-02,127.8100,128.5000,125.4900,125.4900,346653800
2011-08-03,125.6600,126.3100,123.5300,126.1700,370830800
2011-08-04,124.4200,124.6200,120.0600,120.2600,520721800
2011-08-05,121.7600,122.0700,116.8600,120.0800,655619200
2011-08-08,116.9100,120.1200,112.0200,112.2600,702263900
2011-08-09,114.0700,117.6400,110.2700,117.4800,717828700
2011-08-10,115.2600,116.2800,111.9500,112.2900,662607400
2011-08-11,113.2600,118.9200,112.3200,117.3300,487979700
2011-08-12,118.4000,119.2100,117.2800,118.1200,313731600
2011-08-15,119.1900,120.7400,119.0000,120.6200,258810600
2011-08-16,119.4700,120.6900,118.3100,119.5900,294095200
2011-08-17,120.2500,121.2000,118.7200,119.6700,238201100
2011-08-18,116.5000,119.7100,113.3900,114.5100,512956300
2011-08-19,112.9600,115.8800,112.5000,112.6400,428281300
2011-08-22,115.1700,115.2300,112.4100,112.7300,275090600
2011-08-23,113.1500,116.5700,112.5800,116.4400,331136600
2011-08-24,116.1900,118.2400,115.9200,118.0800,246869700
2011-08-25,118.7300,119.4000,115.8700,116.2800,312365400
2011-08-26,115.6900,118.5100,113.8500,117.9700,314495900
2011-08-29,119.5600,121.4300,118.0600,121.3600,190977200
2011-08-30,120.8300,122.4300,119.2600,121.6800,241315700
2011-08-31,122.4600,123.5100,121.3000,122.2200,301828400
2011-09-01,122.2900,123.4000,120.7800,120.9400,254585900
2011-09-02,118.4200,120.8700,117.4300,117.8500,255517200
2011-09-06,114.3900,117.1600,114.3800,116.9900,285130500
2011-09-07,118.7600,120.3400,118.3600,120.2900,209803200
2011-09-08,119.5700,120.9400,118.7700,119.0400,250568200
2011-09-09,117.6800,119.0600,115.2800,115.9200,380195100
2011-09-12,114.4700,116.7600,114.0500,116.6700,305793500
2011-09-13,117.0500,118.1800,116.2200,117.7400,272514700
2011-09-14,118.3400,120.8000,116.7200,119.3700,319389500
2011-09-15,120.6500,121.4700,119.4000,121.4300,326777200
2011-09-16,121.2900,121.9700,120.3200,121.5200,284528300
2011-09-19,119.5300,120.9300,118.7200,120.3100,241517000
2011-09-20,120.8200,121.9900,120.0100,120.1700,218932200
2011-09-21,120.2300,120.6000,116.4400,116.6300,316251300
2011-09-22,113.2500,114.2100,111.3000,112.8600,513911300
2011-09-23,112.1100,114.1600,112.0200,113.5400,307242500
2011-09-26,114.6100,116.4000,112.9800,116.2400,260673700
2011-09-27,118.5300,119.5600,116.8400,117.5400,311753900
2011-09-28,117.7800,118.4900,114.9700,115.1400,286696800
2011-09-29,117.0500,117.6300,113.9300,116.0500,298108900
2011-09-30,114.4500,115.4500,113.0700,113.1500,288392300
2011-10-03,112.4900,113.9500,109.8100,109.9300,365136800
2011-10-04,108.3500,112.5800,107.4300,112.3400,459177500
2011-10-05,112.6200,114.7200,111.5800,114.4200,284108000
2011-10-06,114.3600,116.6600,113.5100,116.4900,257800800
2011-10-07,117.1700,117.2500,115.0600,115.7100,312657900
2011-10-10,117.6800,119.6300,117.6700,119.5800,230666300
2011-10-11,118.8700,120.0400,118.7500,119.7000,209088000
2011-10-12,120.6000,122.1400,120.3300,120.7500,281544900
2011-10-13,120.0400,120.8700,119.1200,120.5100,212538800
2011-10-14,121.9100,122.6000,121.2300,122.5700,211397600
2011-10-17,121.9900,122.5500,119.9300,120.2300,202311600
2011-10-18,120.1400,123.5000,119.2000,122.5800,318857900
2011-10-19,122.3800,123.0800,120.7100,121.1300,226601300
2011-10-20,121.4300,122.1000,119.8200,121.6600,262075600
2011-10-21,123.0900,124.1200,122.7200,123.9700,278999400
2011-10-24,124.1700,125.8000,124.0600,125.4900,203215600
2011-10-25,124.8900,124.9500,122.7800,123.0500,268596800
2011-10-26,124.3500,124.7700,122.2100,124.3000,289053800
2011-10-27,127.6300,129.4200,126.6100,128.6300,393220200
2011-10-28,128.0000,128.8500,127.8000,128.6000,225906500
2011-10-31,127.1600,128.6200,125.3200,125.5000,228146700
2011-11-01,122.0300,123.5100,121.5200,122.0000,416565800
2011-11-02,123.8300,124.4000,122.7900,123.9900,244717600
2011-11-03,125.2700,126.5000,123.6000,126.2500,291174800
2011-11-04,125.2300,125.7000,124.0100,125.4800,249401600
2011-11-07,125.3900,126.3900,124.2000,126.2600,196617200
2011-11-08,126.9200,128.0200,125.7100,127.8800,224426300
2011-11-09,124.8900,125.8000,122.8600,123.1600,337982000
2011-11-10,124.7900,124.9400,123.0200,124.3200,231866500
2011-11-11,125.8300,126.9900,125.7900,126.6600,189924400
2011-11-14,126.1900,127.4500,124.9200,125.4600,159258300
2011-11-15,125.1700,126.7500,124.7200,126.0800,184709400
2011-11-16,124.8100,126.3400,123.9000,124.0800,235782500
2011-11-17,123.8500,124.1600,121.2300,122.1100,331219600
2011-11-18,122.5000,122.7500,121.4700,121.9800,215580400
2011-11-21,120.2000,120.3500,118.6500,119.6600,229611600
2011-11-22,119.4000,120.1000,118.5200,119.1900,216494900
2011-11-23,118.0700,119.1900,116.5600,116.5600,224329100
2011-11-25,116.3800,117.7000,116.2000,116.3400,99557000
2011-11-28,119.5400,120.1800,118.8200,119.7100,210686000
2011-11-29,120.0500,121.0000,119.6100,120.0500,199241500
2011-11-30,123.4900,125.2200,120.0000,124.9900,324439500
2011-12-01,124.8500,125.6400,124.4300,124.9700,176954800
2011-12-02,126.1200,126.5000,124.7800,124.8600,221109700
2011-12-05,126.8400,127.1800,125.4400,126.2200,225263900
2011-12-06,126.2100,127.1100,125.7600,126.2600,178842100
2011-12-07,125.8400,127.2600,124.9700,126.7300,237802500
2011-12-08,125.9000,126.1800,123.6500,123.9500,240862800
2011-12-09,124.5100,126.3700,124.4000,126.0500,209111400
2011-12-12,124.9500,124.9700,123.1600,124.2100,215826100
2011-12-13,124.8600,125.5700,122.4500,123.0500,245159800
2011-12-14,122.5600,123.0300,121.4700,121.7400,238618800
2011-12-15,123.0300,123.2000,121.9900,122.1800,199109200
2011-12-16,122.2300,122.9500,121.3000,121.5900,220481400
2011-12-19,122.0600,122.3200,120.0300,120.2900,183903000
2011-12-20,122.1800,124.1400,120.3700,123.9300,225418100
2011-12-21,123.9300,124.3600,122.7500,124.1700,194230900
2011-12-22,124.6300,125.4000,124.2300,125.2700,119465400
2011-12-23,125.6700,126.4300,125.4100,126.3900,92187200
2011-12-27,126.1700,126.8200,126.0600,126.4900,86075700
2011-12-28,126.5100,126.5300,124.7300,124.8300,119107100
2011-12-29,125.2400,126.2500,124.8600,126.1200,123507200
2011-12-30,126.0200,126.3300,125.5000,125.5000,95599000
2012-01-03,127.7600,128.3800,127.4300,127.5000,193697900
2012-01-04,127.2000,127.8100,126.7100,127.7000,127186500
2012-01-05,127.0100,128.2300,126.4300,128.0400,173895000
2012-01-06,128.2000,128.2200,127.2900,127.7100,148050000
2012-01-09,128.0000,128.1800,127.4100,128.0200,99530200
2012-01-10,129.3900,129.6500,128.9500,129.1300,115282000
2012-01-11,128.7300,129.3700,128.5200,129.2000,111540700
2012-01-12,129.5700,129.7000,128.5400,129.5100,118983700
2012-01-13,128.6400,129.0500,127.7200,128.8400,179836200
2012-01-17,130.0800,130.3200,128.9000,129.3400,132209200
2012-01-18,129.3100,130.8400,129.0800,130.7700,163395200
2012-01-19,131.2200,131.5700,130.8000,131.4600,126328900
2012-01-20,131.2400,131.9500,130.9200,131.9500,138230200
2012-01-23,131.5100,132.2500,130.9800,131.6100,129295800
